result,center,east,south_east,south
BASE_EMPTY,Empty,Empty,StairW,Wall
BASE_EMPTY,Empty,Empty,StairW,Door
BASE_EMPTY,Empty,Empty,StairW,StairN
BASE_EMPTY,Empty,Empty,StairW,StairS
BASE_EMPTY,Empty,Empty,StairW,StairE
BASE_EMPTY,Empty,Empty,StairW,StairW
BASE_EMPTY,Empty,Wall,Empty,Empty
BASE_EMPTY,Empty,Wall,Empty,Wall
BASE_EMPTY,Empty,Wall,Empty,Door
BASE_EMPTY,Empty,Wall,Empty,StairN
BASE_EMPTY,Empty,Wall,Empty,StairS
BASE_EMPTY,Empty,Wall,Empty,StairE
BASE_EMPTY,Empty,Wall,Empty,StairW
BASE_EMPTY,Empty,Wall,Wall,Empty
BASE_EMPTY,Empty,Wall,Wall,Wall
BASE_EMPTY,Empty,Wall,Wall,Door
BASE_EMPTY,Empty,Wall,Wall,StairN
BASE_EMPTY,Empty,Wall,Wall,StairS
BASE_EMPTY,Empty,Wall,Wall,StairE
BASE_EMPTY,Empty,Wall,Wall,StairW
BASE_EMPTY,Empty,Wall,Door,Empty
BASE_EMPTY,Empty,Wall,Door,Wall
BASE_EMPTY,Empty,Wall,Door,Door
BASE_EMPTY,Empty,Wall,Door,StairN
BASE_EMPTY,Empty,Wall,Door,StairS
BASE_EMPTY,Empty,Wall,Door,StairE
BASE_EMPTY,Empty,Wall,Door,StairW
BASE_EMPTY,Empty,Wall,StairN,Empty
BASE_EMPTY,Empty,Wall,StairN,Wall
BASE_EMPTY,Empty,Wall,StairN,Door
BASE_EMPTY,Empty,Wall,StairN,StairN
BASE_EMPTY,Empty,Wall,StairN,StairS
BASE_EMPTY,Empty,Wall,StairN,StairE
BASE_EMPTY,Empty,Wall,StairN,StairW
BASE_EMPTY,Empty,Wall,StairS,Empty
BASE_EMPTY,Empty,Wall,StairS,Wall
BASE_EMPTY,Empty,Wall,StairS,Door
BASE_EMPTY,Empty,Wall,StairS,StairN
BASE_EMPTY,Empty,Wall,StairS,StairS
BASE_EMPTY,Empty,Wall,StairS,StairE
BASE_EMPTY,Empty,Wall,StairS,StairW
BASE_EMPTY,Empty,Wall,StairE,Empty
BASE_EMPTY,Empty,Wall,StairE,Wall
BASE_EMPTY,Empty,Wall,StairE,Door
BASE_EMPTY,Empty,Wall,StairE,StairN
BASE_EMPTY,Empty,Wall,StairE,StairS
BASE_EMPTY,Empty,Wall,StairE,StairE
BASE_EMPTY,Empty,Wall,StairE,StairW
BASE_EMPTY,Empty,Wall,StairW,Empty
BASE_EMPTY,Empty,Wall,StairW,Wall
BASE_EMPTY,Empty,Wall,StairW,Door
BASE_EMPTY,Empty,Wall,StairW,StairN
BASE_EMPTY,Empty,Wall,StairW,StairS
BASE_EMPTY,Empty,Wall,StairW,StairE
BASE_EMPTY,Empty,Wall,StairW,StairW
BASE_EMPTY,Empty,Door,Empty,Empty
BASE_EMPTY,Empty,Door,Empty,Wall
BASE_EMPTY,Empty,Door,Empty,Door
BASE_EMPTY,Empty,Door,Empty,StairN
BASE_EMPTY,Empty,Door,Empty,StairS
BASE_EMPTY,Empty,Door,Empty,StairE
BASE_EMPTY,Empty,Door,Empty,StairW
BASE_EMPTY,Empty,Door,Wall,Empty
BASE_EMPTY,Empty,Door,Wall,Wall
BASE_EMPTY,Empty,Door,Wall,Door
BASE_EMPTY,Empty,Door,Wall,StairN
BASE_EMPTY,Empty,Door,Wall,StairS
BASE_EMPTY,Empty,Door,Wall,StairE
BASE_EMPTY,Empty,Door,Wall,StairW
BASE_EMPTY,Empty,Door,Door,Empty
BASE_EMPTY,Empty,Door,Door,Wall
BASE_EMPTY,Empty,Door,Door,Door
BASE_EMPTY,Empty,Door,Door,StairN
BASE_EMPTY,Empty,Door,Door,StairS
BASE_EMPTY,Empty,Door,Door,StairE
BASE_EMPTY,Empty,Door,Door,StairW
BASE_EMPTY,Empty,Door,StairN,Empty
BASE_EMPTY,Empty,Door,StairN,Wall
BASE_EMPTY,Empty,Door,StairN,Door
BASE_EMPTY,Empty,Door,StairN,StairN
BASE_EMPTY,Empty,Door,StairN,StairS
BASE_EMPTY,Empty,Door,StairN,StairE
BASE_EMPTY,Empty,Door,StairN,StairW
BASE_EMPTY,Empty,Door,StairS,Empty
BASE_EMPTY,Empty,Door,StairS,Wall
BASE_EMPTY,Empty,Door,StairS,Door
BASE_EMPTY,Empty,Door,StairS,StairN
BASE_EMPTY,Empty,Door,StairS,StairS
BASE_EMPTY,Empty,Door,StairS,StairE
BASE_EMPTY,Empty,Door,StairS,StairW
BASE_EMPTY,Empty,Door,StairE,Empty
BASE_EMPTY,Empty,Door,StairE,Wall
BASE_EMPTY,Empty,Door,StairE,Door
BASE_EMPTY,Empty,Door,StairE,StairN
BASE_EMPTY,Empty,Door,StairE,StairS
BASE_EMPTY,Empty,Door,StairE,StairE
BASE_EMPTY,Empty,Door,StairE,StairW
BASE_EMPTY,Empty,Door,StairW,Empty
BASE_EMPTY,Empty,Door,StairW,Wall
BASE_EMPTY,Empty,Door,StairW,Door
BASE_EMPTY,Empty,Door,StairW,StairN
BASE_EMPTY,Empty,Door,StairW,StairS
BASE_EMPTY,Empty,Door,StairW,StairE
BASE_EMPTY,Empty,Door,StairW,StairW
BASE_EMPTY,Empty,StairN,Empty,Empty
BASE_EMPTY,Empty,StairN,Empty,Wall
BASE_EMPTY,Empty,StairN,Empty,Door
BASE_EMPTY,Empty,StairN,Empty,StairN
BASE_EMPTY,Empty,StairN,Empty,StairS
BASE_EMPTY,Empty,StairN,Empty,StairE
BASE_EMPTY,Empty,StairN,Empty,StairW
BASE_EMPTY,Empty,StairN,Wall,Empty
BASE_EMPTY,Empty,StairN,Wall,Wall
BASE_EMPTY,Empty,StairN,Wall,Door
BASE_EMPTY,Empty,StairN,Wall,StairN
BASE_EMPTY,Empty,StairN,Wall,StairS
BASE_EMPTY,Empty,StairN,Wall,StairE
BASE_EMPTY,Empty,StairN,Wall,StairW
BASE_EMPTY,Empty,StairN,Door,Empty
BASE_EMPTY,Empty,StairN,Door,Wall
BASE_EMPTY,Empty,StairN,Door,Door
BASE_EMPTY,Empty,StairN,Door,StairN
BASE_EMPTY,Empty,StairN,Door,StairS
BASE_EMPTY,Empty,StairN,Door,StairE
BASE_EMPTY,Empty,StairN,Door,StairW
BASE_EMPTY,Empty,StairN,StairN,Empty
BASE_EMPTY,Empty,StairN,StairN,Wall
BASE_EMPTY,Empty,StairN,StairN,Door
BASE_EMPTY,Empty,StairN,StairN,StairN
BASE_EMPTY,Empty,StairN,StairN,StairS
BASE_EMPTY,Empty,StairN,StairN,StairE
BASE_EMPTY,Empty,StairN,StairN,StairW
BASE_EMPTY,Empty,StairN,StairS,Empty
BASE_EMPTY,Empty,StairN,StairS,Wall
BASE_EMPTY,Empty,StairN,StairS,Door
BASE_EMPTY,Empty,StairN,StairS,StairN
BASE_EMPTY,Empty,StairN,StairS,StairS
BASE_EMPTY,Empty,StairN,StairS,StairE
BASE_EMPTY,Empty,StairN,StairS,StairW
BASE_EMPTY,Empty,StairN,StairE,Empty
BASE_EMPTY,Empty,StairN,StairE,Wall
BASE_EMPTY,Empty,StairN,StairE,Door
BASE_EMPTY,Empty,StairN,StairE,StairN
BASE_EMPTY,Empty,StairN,StairE,StairS
BASE_EMPTY,Empty,StairN,StairE,StairE
BASE_EMPTY,Empty,StairN,StairE,StairW
BASE_EMPTY,Empty,StairN,StairW,Empty
BASE_EMPTY,Empty,StairN,StairW,Wall
BASE_EMPTY,Empty,StairN,StairW,Door
BASE_EMPTY,Empty,StairN,StairW,StairN
BASE_EMPTY,Empty,StairN,StairW,StairS
BASE_EMPTY,Empty,StairN,StairW,StairE
BASE_EMPTY,Empty,StairN,StairW,StairW
BASE_EMPTY,Empty,StairS,Empty,Empty
BASE_EMPTY,Empty,StairS,Empty,Wall
BASE_EMPTY,Empty,StairS,Empty,Door
BASE_EMPTY,Empty,StairS,Empty,StairN
BASE_EMPTY,Empty,StairS,Empty,StairS
BASE_EMPTY,Empty,StairS,Empty,StairE
BASE_EMPTY,Empty,StairS,Empty,StairW
BASE_EMPTY,Empty,StairS,Wall,Empty
BASE_EMPTY,Empty,StairS,Wall,Wall
BASE_EMPTY,Empty,StairS,Wall,Door
BASE_EMPTY,Empty,StairS,Wall,StairN
BASE_EMPTY,Empty,StairS,Wall,StairS
BASE_EMPTY,Empty,StairS,Wall,StairE
BASE_EMPTY,Empty,StairS,Wall,StairW
BASE_EMPTY,Empty,StairS,Door,Empty
BASE_EMPTY,Empty,StairS,Door,Wall
BASE_EMPTY,Empty,StairS,Door,Door
BASE_EMPTY,Empty,StairS,Door,StairN
BASE_EMPTY,Empty,StairS,Door,StairS
BASE_EMPTY,Empty,StairS,Door,StairE
BASE_EMPTY,Empty,StairS,Door,StairW
BASE_EMPTY,Empty,StairS,StairN,Empty
BASE_EMPTY,Empty,StairS,StairN,Wall
BASE_EMPTY,Empty,StairS,StairN,Door
BASE_EMPTY,Empty,StairS,StairN,StairN
BASE_EMPTY,Empty,StairS,StairN,StairS
BASE_EMPTY,Empty,StairS,StairN,StairE
BASE_EMPTY,Empty,StairS,StairN,StairW
BASE_EMPTY,Empty,StairS,StairS,Empty
BASE_EMPTY,Empty,StairS,StairS,Wall
BASE_EMPTY,Empty,StairS,StairS,Door
BASE_EMPTY,Empty,StairS,StairS,StairN
BASE_EMPTY,Empty,StairS,StairS,StairS
BASE_EMPTY,Empty,StairS,StairS,StairE
BASE_EMPTY,Empty,StairS,StairS,StairW
BASE_EMPTY,Empty,StairS,StairE,Empty
BASE_EMPTY,Empty,StairS,StairE,Wall
BASE_EMPTY,Empty,StairS,StairE,Door
BASE_EMPTY,Empty,StairS,StairE,StairN
BASE_EMPTY,Empty,StairS,StairE,StairS
BASE_EMPTY,Empty,StairS,StairE,StairE
BASE_EMPTY,Empty,StairS,StairE,StairW
BASE_EMPTY,Empty,StairS,StairW,Empty
BASE_EMPTY,Empty,StairS,StairW,Wall
BASE_EMPTY,Empty,StairS,StairW,Door
BASE_EMPTY,Empty,StairS,StairW,StairN
BASE_EMPTY,Empty,StairS,StairW,StairS
BASE_EMPTY,Empty,StairS,StairW,StairE
BASE_EMPTY,Empty,StairS,StairW,StairW
BASE_EMPTY,Empty,StairE,Empty,Empty
BASE_EMPTY,Empty,StairE,Empty,Wall
BASE_EMPTY,Empty,StairE,Empty,Door
BASE_EMPTY,Empty,StairE,Empty,StairN
BASE_EMPTY,Empty,StairE,Empty,StairS
BASE_EMPTY,Empty,StairE,Empty,StairE
BASE_EMPTY,Empty,StairE,Empty,StairW
BASE_EMPTY,Empty,StairE,Wall,Empty
BASE_EMPTY,Empty,StairE,Wall,Wall
BASE_EMPTY,Empty,StairE,Wall,Door
BASE_EMPTY,Empty,StairE,Wall,StairN
BASE_EMPTY,Empty,StairE,Wall,StairS
BASE_EMPTY,Empty,StairE,Wall,StairE
BASE_EMPTY,Empty,StairE,Wall,StairW
BASE_EMPTY,Empty,StairE,Door,Empty
BASE_EMPTY,Empty,StairE,Door,Wall
BASE_EMPTY,Empty,StairE,Door,Door
BASE_EMPTY,Empty,StairE,Door,StairN
BASE_EMPTY,Empty,StairE,Door,StairS
BASE_EMPTY,Empty,StairE,Door,StairE
BASE_EMPTY,Empty,StairE,Door,StairW
BASE_EMPTY,Empty,StairE,StairN,Empty
BASE_EMPTY,Empty,StairE,StairN,Wall
BASE_EMPTY,Empty,StairE,StairN,Door
BASE_EMPTY,Empty,StairE,StairN,StairN
BASE_EMPTY,Empty,StairE,StairN,StairS
BASE_EMPTY,Empty,StairE,StairN,StairE
BASE_EMPTY,Empty,StairE,StairN,StairW
BASE_EMPTY,Empty,StairE,StairS,Empty
BASE_EMPTY,Empty,StairE,StairS,Wall
BASE_EMPTY,Empty,StairE,StairS,Door
BASE_EMPTY,Empty,StairE,StairS,StairN
BASE_EMPTY,Empty,StairE,StairS,StairS
BASE_EMPTY,Empty,StairE,StairS,StairE
BASE_EMPTY,Empty,StairE,StairS,StairW
BASE_EMPTY,Empty,StairE,StairE,Empty
BASE_EMPTY,Empty,StairE,StairE,Wall
BASE_EMPTY,Empty,StairE,StairE,Door
BASE_EMPTY,Empty,StairE,StairE,StairN
BASE_EMPTY,Empty,StairE,StairE,StairS
BASE_EMPTY,Empty,StairE,StairE,StairE
BASE_EMPTY,Empty,StairE,StairE,StairW
BASE_EMPTY,Empty,StairE,StairW,Empty
BASE_EMPTY,Empty,StairE,StairW,Wall
BASE_EMPTY,Empty,StairE,StairW,Door
BASE_EMPTY,Empty,StairE,StairW,StairN
BASE_EMPTY,Empty,StairE,StairW,StairS
BASE_EMPTY,Empty,StairE,StairW,StairE
BASE_EMPTY,Empty,StairE,StairW,StairW
BASE_EMPTY,Empty,StairW,Empty,Empty
BASE_EMPTY,Empty,StairW,Empty,Wall
BASE_EMPTY,Empty,StairW,Empty,Door
BASE_EMPTY,Empty,StairW,Empty,StairN
BASE_EMPTY,Empty,StairW,Empty,StairS
BASE_EMPTY,Empty,StairW,Empty,StairE
BASE_EMPTY,Empty,StairW,Empty,StairW
BASE_EMPTY,Empty,StairW,Wall,Empty
BASE_EMPTY,Empty,StairW,Wall,Wall
BASE_EMPTY,Empty,StairW,Wall,Door
BASE_EMPTY,Empty,StairW,Wall,StairN
BASE_EMPTY,Empty,StairW,Wall,StairS
BASE_EMPTY,Empty,StairW,Wall,StairE
BASE_EMPTY,Empty,StairW,Wall,StairW
BASE_EMPTY,Empty,StairW,Door,Empty
BASE_EMPTY,Empty,StairW,Door,Wall
BASE_EMPTY,Empty,StairW,Door,Door
BASE_EMPTY,Empty,StairW,Door,StairN
BASE_EMPTY,Empty,StairW,Door,StairS
BASE_EMPTY,Empty,StairW,Door,StairE
BASE_EMPTY,Empty,StairW,Door,StairW
BASE_EMPTY,Empty,StairW,StairN,Empty
BASE_EMPTY,Empty,StairW,StairN,Wall
BASE_EMPTY,Empty,StairW,StairN,Door
BASE_EMPTY,Empty,StairW,StairN,StairN
BASE_EMPTY,Empty,StairW,StairN,StairS
BASE_EMPTY,Empty,StairW,StairN,StairE
BASE_EMPTY,Empty,StairW,StairN,StairW
BASE_EMPTY,Empty,StairW,StairS,Empty
BASE_EMPTY,Empty,StairW,StairS,Wall
BASE_EMPTY,Empty,StairW,StairS,Door
BASE_EMPTY,Empty,StairW,StairS,StairN
BASE_EMPTY,Empty,StairW,StairS,StairS
BASE_EMPTY,Empty,StairW,StairS,StairE
BASE_EMPTY,Empty,StairW,StairS,StairW
BASE_EMPTY,Empty,StairW,StairE,Empty
BASE_EMPTY,Empty,StairW,StairE,Wall
BASE_EMPTY,Empty,StairW,StairE,Door
BASE_EMPTY,Empty,StairW,StairE,StairN
BASE_EMPTY,Empty,StairW,StairE,StairS
BASE_EMPTY,Empty,StairW,StairE,StairE
BASE_EMPTY,Empty,StairW,StairE,StairW
BASE_EMPTY,Empty,StairW,StairW,Empty
BASE_EMPTY,Empty,StairW,StairW,Wall
BASE_EMPTY,Empty,StairW,StairW,Door
BASE_EMPTY,Empty,StairW,StairW,StairN
BASE_EMPTY,Empty,StairW,StairW,StairS
BASE_EMPTY,Empty,StairW,StairW,StairE
BASE_EMPTY,Empty,StairW,StairW,StairW
BASE_WALLCORNER,Wall,Empty,Empty,Empty
BASE_WALLVERTICAL,Wall,Empty,Empty,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,Empty,Empty,Door
BASE_WALLVERTICAL,Wall,Empty,Empty,StairN
BASE_WALLCORNER,Wall,Empty,Empty,StairS
BASE_WALLCORNER,Wall,Empty,Empty,StairE
BASE_WALLCORNER,Wall,Empty,Empty,StairW
BASE_WALLCORNER,Wall,Empty,Wall,Empty
BASE_WALLVERTICAL,Wall,Empty,Wall,Wall
BASE_WALLCORNER,Wall,Empty,Wall,Door
BASE_WALLVERTICAL,Wall,Empty,Wall,StairN
BASE_WALLCORNER,Wall,Empty,Wall,StairS
BASE_WALLCORNER,Wall,Empty,Wall,StairE
BASE_WALLCORNER,Wall,Empty,Wall,StairW
BASE_WALLCORNER,Wall,Empty,Door,Empty
BASE_WALLVERTICAL,Wall,Empty,Door,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,Empty,Door,Door
BASE_WALLVERTICAL,Wall,Empty,Door,StairN
BASE_WALLCORNER,Wall,Empty,Door,StairS
BASE_WALLCORNER,Wall,Empty,Door,StairE
BASE_WALLCORNER,Wall,Empty,Door,StairW
BASE_WALLCORNER,Wall,Empty,StairN,Empty
BASE_WALLVERTICAL,Wall,Empty,StairN,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,Empty,StairN,Door
BASE_WALLVERTICAL,Wall,Empty,StairN,StairN
BASE_WALLCORNER,Wall,Empty,StairN,StairS
BASE_WALLCORNER,Wall,Empty,StairN,StairE
BASE_WALLCORNER,Wall,Empty,StairN,StairW
BASE_WALLCORNER,Wall,Empty,StairS,Empty
BASE_WALLVERTICAL,Wall,Empty,StairS,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,Empty,StairS,Door
BASE_WALLVERTICAL,Wall,Empty,StairS,StairN
BASE_WALLCORNER,Wall,Empty,StairS,StairS
BASE_WALLCORNER,Wall,Empty,StairS,StairE
BASE_WALLCORNER,Wall,Empty,StairS,StairW
BASE_WALLCORNER,Wall,Empty,StairE,Empty
BASE_WALLVERTICAL,Wall,Empty,StairE,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,Empty,StairE,Door
BASE_WALLVERTICAL,Wall,Empty,StairE,StairN
BASE_WALLCORNER,Wall,Empty,StairE,StairS
BASE_WALLCORNER,Wall,Empty,StairE,StairE
BASE_WALLCORNER,Wall,Empty,StairE,StairW
BASE_WALLCORNER,Wall,Empty,StairW,Empty
BASE_WALLVERTICAL,Wall,Empty,StairW,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,Empty,StairW,Door
BASE_WALLVERTICAL,Wall,Empty,StairW,StairN
BASE_WALLCORNER,Wall,Empty,StairW,StairS
BASE_WALLCORNER,Wall,Empty,StairW,StairE
BASE_WALLCORNER,Wall,Empty,StairW,StairW
BASE_WALLHORIZONTAL,Wall,Wall,Empty,Empty
BASE_WALLINVERSECORNER,Wall,Wall,Empty,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,Wall,Empty,Door
BASE_WALLINVERSECORNER,Wall,Wall,Empty,StairN
BASE_WALLHORIZONTAL,Wall,Wall,Empty,StairS
BASE_WALLHORIZONTAL,Wall,Wall,Empty,StairE
BASE_WALLHORIZONTAL,Wall,Wall,Empty,StairW
BASE_WALLHORIZONTAL,Wall,Wall,Wall,Empty
BASE_WALLFULL,Wall,Wall,Wall,Wall
BASE_WALLHORIZONTAL,Wall,Wall,Wall,Door
BASE_WALLFULL,Wall,Wall,Wall,StairN
BASE_WALLHORIZONTAL,Wall,Wall,Wall,StairS
BASE_WALLHORIZONTAL,Wall,Wall,Wall,StairE
BASE_WALLHORIZONTAL,Wall,Wall,Wall,StairW
BASE_WALLHORIZONTAL,Wall,Wall,Door,Empty
BASE_WALLINVERSECORNER,Wall,Wall,Door,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,Wall,Door,Door
BASE_WALLINVERSECORNER,Wall,Wall,Door,StairN
BASE_WALLHORIZONTAL,Wall,Wall,Door,StairS
BASE_WALLHORIZONTAL,Wall,Wall,Door,StairE
BASE_WALLHORIZONTAL,Wall,Wall,Door,StairW
BASE_WALLHORIZONTAL,Wall,Wall,StairN,Empty
BASE_WALLINVERSECORNER,Wall,Wall,StairN,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,Wall,StairN,Door
BASE_WALLINVERSECORNER,Wall,Wall,StairN,StairN
BASE_WALLHORIZONTAL,Wall,Wall,StairN,StairS
BASE_WALLHORIZONTAL,Wall,Wall,StairN,StairE
BASE_WALLHORIZONTAL,Wall,Wall,StairN,StairW
BASE_WALLHORIZONTAL,Wall,Wall,StairS,Empty
BASE_WALLINVERSECORNER,Wall,Wall,StairS,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,Wall,StairS,Door
BASE_WALLINVERSECORNER,Wall,Wall,StairS,StairN
BASE_WALLHORIZONTAL,Wall,Wall,StairS,StairS
BASE_WALLHORIZONTAL,Wall,Wall,StairS,StairE
BASE_WALLHORIZONTAL,Wall,Wall,StairS,StairW
BASE_WALLHORIZONTAL,Wall,Wall,StairE,Empty
BASE_WALLINVERSECORNER,Wall,Wall,StairE,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,Wall,StairE,Door
BASE_WALLINVERSECORNER,Wall,Wall,StairE,StairN
BASE_WALLHORIZONTAL,Wall,Wall,StairE,StairS
BASE_WALLHORIZONTAL,Wall,Wall,StairE,StairE
BASE_WALLHORIZONTAL,Wall,Wall,StairE,StairW
BASE_WALLHORIZONTAL,Wall,Wall,StairW,Empty
BASE_WALLINVERSECORNER,Wall,Wall,StairW,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,Wall,StairW,Door
BASE_WALLINVERSECORNER,Wall,Wall,StairW,StairN
BASE_WALLHORIZONTAL,Wall,Wall,StairW,StairS
BASE_WALLHORIZONTAL,Wall,Wall,StairW,StairE
BASE_WALLHORIZONTAL,Wall,Wall,StairW,StairW
BASE_WALLCORNER_EASTDOOR,Wall,Door,Empty,Empty
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,Empty,Wall
BASE_WALLCORNER_EASTDOOR_SOUTHDOOR,Wall,Door,Empty,Door
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,Empty,StairN
BASE_WALLCORNER_EASTDOOR,Wall,Door,Empty,StairS
BASE_WALLCORNER_EASTDOOR,Wall,Door,Empty,StairE
BASE_WALLCORNER_EASTDOOR,Wall,Door,Empty,StairW
BASE_WALLCORNER_EASTDOOR,Wall,Door,Wall,Empty
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,Wall,Wall
BASE_WALLCORNER_EASTDOOR,Wall,Door,Wall,Door
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,Wall,StairN
BASE_WALLCORNER_EASTDOOR,Wall,Door,Wall,StairS
BASE_WALLCORNER_EASTDOOR,Wall,Door,Wall,StairE
BASE_WALLCORNER_EASTDOOR,Wall,Door,Wall,StairW
BASE_WALLCORNER_EASTDOOR,Wall,Door,Door,Empty
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,Door,Wall
BASE_WALLCORNER_EASTDOOR_SOUTHDOOR,Wall,Door,Door,Door
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,Door,StairN
BASE_WALLCORNER_EASTDOOR,Wall,Door,Door,StairS
BASE_WALLCORNER_EASTDOOR,Wall,Door,Door,StairE
BASE_WALLCORNER_EASTDOOR,Wall,Door,Door,StairW
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairN,Empty
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,StairN,Wall
BASE_WALLCORNER_EASTDOOR_SOUTHDOOR,Wall,Door,StairN,Door
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,StairN,StairN
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairN,StairS
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairN,StairE
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairN,StairW
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairS,Empty
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,StairS,Wall
BASE_WALLCORNER_EASTDOOR_SOUTHDOOR,Wall,Door,StairS,Door
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,StairS,StairN
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairS,StairS
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairS,StairE
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairS,StairW
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairE,Empty
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,StairE,Wall
BASE_WALLCORNER_EASTDOOR_SOUTHDOOR,Wall,Door,StairE,Door
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,StairE,StairN
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairE,StairS
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairE,StairE
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairE,StairW
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairW,Empty
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,StairW,Wall
BASE_WALLCORNER_EASTDOOR_SOUTHDOOR,Wall,Door,StairW,Door
BASE_WALLVERTICAL_EASTDOOR,Wall,Door,StairW,StairN
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairW,StairS
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairW,StairE
BASE_WALLCORNER_EASTDOOR,Wall,Door,StairW,StairW
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Empty,Empty
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,Empty,Wall
BASE_WALLCORNER_EASTSTAIRN_SOUTHDOOR,Wall,StairN,Empty,Door
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,Empty,StairN
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Empty,StairS
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Empty,StairE
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Empty,StairW
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Wall,Empty
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,Wall,Wall
